,0,1,2,3,4,5,6,7,8,tsp_id
0,244.5,8.5,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0
1,68.75,12.25,0.5,0.5,0.0,0.5,0.0,9.670000000000073,0.0,0
2,395.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1
3,59.0,3.0,2.5,0.0,0.5,0.0,0.0,0.36999999999989086,0.0,1
4,18.0,14.5,7.0,10.5,11.25,0.0,0.0,4.079999999999927,0.0,1
5,0.0,9.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1
6,0.0,12.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1
7,0.0,12.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1
8,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
9,60.0,6.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1
10,8.0,4.5,2.0,1.3299999999999272,2.0,0.0,0.0,0.0,0.0,1
11,151.5,4.0,0.0,0.25,0.0,0.0,0.0,12.5,0.0,2
12,30.5,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,2
13,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14,0.0,3.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,2
15,0.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2
16,0.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2
17,0.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2
18,0.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2
19,0.0,4.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2
20,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21,0.0,6.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,2
22,16.5,1.5,0.0,1.5,3.0,0.0,0.0,0.0,0.0,2
23,0.0,3.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,2
24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
25,1.0,1.5,0.0,1.5,3.0,0.0,0.0,0.0,0.0,2
26,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
27,5.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2
28,0.0,3.25,4.0,0.0,3.25,0.0,0.0,0.0,0.0,2
29,0.0,9.25,4.0,0.5,0.0,0.0,0.0,0.0,0.0,2
30,0.0,10.75,3.0,0.5,4.5,0.0,0.0,0.0,0.0,2
31,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
32,0.0,5.329999999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
33,0.0,1.8299999999999272,0.0,0.0,0.6599999999998545,0.0,0.0,0.0,0.0,2
34,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2
35,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
