,0,1,2,3,4,5,6,7,8,9,tsp_id
0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1040
1,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1040
2,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1040
3,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
4,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
5,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
6,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
7,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
8,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
9,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1040
11,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1040
12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
13,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1040
14,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1040
15,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
16,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
17,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1041
18,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
19,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
20,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041
22,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1041
23,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1042
24,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1042
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
30,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1042
31,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1042
32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042
33,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1042
34,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1042
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1042
