,0,1,2,3,4,5,6,7,8,tsp_id
0,997.0,6.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,815
1,56.0,4.0,4.0,0.0,1.3299999999999272,0.0,0.0,6.850000000000364,0.0,815
2,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815
3,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816
4,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817
5,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818
6,1573.25,8.5,0.0,2.619999999999891,1.0,0.0,0.0,0.0,0.0,819
7,77.5,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,819
8,66.5,1.5,0.17000000000007276,0.0,1.5,0.0,0.0,0.0,0.0,819
9,16.0,2.5799999999999272,0.0,0.5,0.5,1.25,0.0,0.10999999999967258,0.0,819
10,13.0,0.5,0.25,0.0,0.0,0.2000000000007276,0.0,0.0,0.0,819
11,71.5,5.329999999999927,5.329999999999927,0.0,0.0,0.0,0.0,0.0,0.0,819
12,24.0,0.6700000000000728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819
13,124.0,0.32999999999992724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819
14,996.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,820
15,9.0,4.329999999999927,0.0,0.0,4.329999999999927,3.5,0.0,5.0,0.0,820
16,70.92000000000007,0.0,0.0,0.0,0.0,0.0,0.0,23.340000000000146,0.0,820
17,1646.5,0.0,0.0,0.0,0.0,0.0,0.0,891.0,0.0,821
18,22.0,9.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,821
19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821
20,1189.5,28.5,0.0,6.5,2.0,0.0,0.0,0.0,0.0,822
21,1443.0,0.0,0.0,0.0,0.0,0.0,0.0,68.67000000000007,0.0,823
22,1121.0,7.5,0.0,0.0,3.0,2.0,0.0,0.0,0.0,824
23,755.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825
24,133.5,1.5,0.0,0.0,4.75,0.0,0.0,1.3299999999999272,0.0,825
25,6.0,7.0,0.0,7.0,4.75,0.0,0.0,0.0,0.0,825
26,0.0,11.0,0.0,8.0,14.5,0.0,0.0,0.0,0.0,825
