,0,1,2,3,4,5,6,7,8,9,tsp_id
0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,500
1,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,501
2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,501
3,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,501
4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,501
5,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,502
6,5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,502
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503
8,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,504
9,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,15.0,0.0,504
10,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,504
11,0.0,6.0,5.0,0.0,2.0,0.0,0.0,1.0,15.0,0.0,504
12,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,504
13,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,504
14,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,504
15,0.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,504
16,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,504
17,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,504
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,505
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,505
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,505
21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,505
22,20.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,506
23,13.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,506
24,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,506
25,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,506
26,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,506
27,0.0,20.0,14.0,0.0,2.0,2.0,0.0,0.0,33.0,0.0,506
28,0.0,15.0,12.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,506
29,0.0,20.0,15.0,0.0,2.0,2.0,0.0,0.0,33.0,0.0,506
30,11.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,507
31,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,507
32,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,507
33,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,507
34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507
35,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,22.0,0.0,507
36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508
37,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,509
38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509
39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511
40,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,513
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,513
42,8.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,514
43,10.0,5.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,514
44,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,514
45,4.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,514
46,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,514
47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515
48,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,516
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,516
50,8.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,517
51,7.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,517
52,8.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,517
53,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,517
54,0.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,517
55,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,517
56,0.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,517
57,0.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,517
58,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,518
59,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,518
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518
61,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519
62,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,521
63,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,522
64,8.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,522
65,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,523
66,9.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,523
67,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,523
68,5.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,523
69,18.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,524
70,12.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,34.0,0.0,524
71,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,524
72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525
73,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,526
74,8.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,526
75,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,526
76,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,526
77,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,526
78,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,526
79,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,527
80,9.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,528
81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,528
82,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,529
83,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,529
84,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,529
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,529
86,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,529
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,529
88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529
89,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,530
90,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,530
91,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
92,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,530
93,0.0,10.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,530
94,0.0,9.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,530
95,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
96,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,530
98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,531
99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531
100,6.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,548
101,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,12.0,0.0,548
102,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,12.0,0.0,548
103,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,548
104,4.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,548
105,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,548
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,548
107,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,548
108,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,548
109,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,548
110,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,548
111,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,549
112,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,549
113,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549
114,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,549
115,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,549
